"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
"ENSG00000145107",23.6125979360229,-7.12974289807185,0.837704667334991,3.28537410184072e-18,7.32172569882379e-17,"ENSG00000145107"
"ENSG00000181744",171.900567937205,-2.45648233154438,0.81612245345025,0.000106892855498063,0.00052577693416293,"ENSG00000181744"
"ENSG00000242062",1.28340245730447,1.89860492557235,1.54502150828656,0.0160985055261739,0.042458358582869,"ENSG00000242062"
"ENSG00000261159",38.244518555979,0.919324422370519,0.479798532975862,0.0115690763361318,0.0322912229227653,"ENSG00000261159"
"ENSG00000169064",4.1952677327124,-2.06722693495165,1.03081623389236,0.00218816142321337,0.00775610081041942,"ENSG00000169064"
"ENSG00000181458",1216.43646387449,-3.83629789319069,0.400534056279975,6.16581200630763e-23,1.86584184090069e-21,"ENSG00000181458"
"ENSG00000154175",189.865715137429,-4.04062288416228,0.794132667176867,2.08953145969872e-08,1.87408559571843e-07,"ENSG00000154175"
"ENSG00000151092",588.709163861104,-1.06670066283328,0.20365233914406,2.1062618847682e-08,1.88796284021668e-07,"ENSG00000151092"
"ENSG00000163888",337.618335535387,1.63969178199749,0.42234710547156,4.89412964038109e-06,3.10016623073644e-05,"ENSG00000163888"
"ENSG00000175166",6905.83282118781,-0.716041354748935,0.328625830408011,0.0105584643945197,0.0299388909978464,"ENSG00000175166"
"ENSG00000114859",450.812488151704,-0.563268706623061,0.236153283994732,0.00906550233842495,0.0263061686512497,"ENSG00000114859"
"ENSG00000114354",3990.35877434795,-1.10122039121166,0.24069398527877,5.55108415726313e-07,4.10135356428456e-06,"ENSG00000114354"
"ENSG00000181585",53.773149029047,5.36645506152303,0.598215662645694,3.61007115643119e-20,9.13696022290456e-19,"ENSG00000181585"
"ENSG00000114739",994.1577096135,1.00549957803025,0.193933247124952,3.49743033862178e-08,3.04493507352341e-07,"ENSG00000114739"
"ENSG00000240429",25.0443297487202,1.19721213908594,0.496292914828712,0.00169896440531226,0.00622193637709756,"ENSG00000240429"
"ENSG00000171109",2004.43871454678,-1.03477123872709,0.141441922933502,3.68503189171107e-14,6.10491017424252e-13,"ENSG00000171109"
"ENSG00000114450",798.46122347157,-1.00652267669101,0.277309611766104,4.61580542259428e-05,0.000245851424735376,"ENSG00000114450"
"ENSG00000172936",496.045288685167,-0.620087669551142,0.23885667121339,0.0045040758460738,0.0144421974816588,"ENSG00000172936"
"ENSG00000172061",19.1066003170891,-5.40697560668107,0.964064720640072,1.90016224589216e-09,1.96489736339775e-08,"ENSG00000172061"
"ENSG00000134107",617.247282317011,-2.80098060212548,0.805621531378245,2.19800390218823e-05,0.000124049406166175,"ENSG00000134107"
"ENSG00000244345",3.95426369218071,-5.15394183302816,0.969436100553319,8.52990076912078e-09,8.07757385451851e-08,"ENSG00000244345"
"ENSG00000244586",26.3347854418429,-5.58705031972555,0.781272938965333,1.04466041196675e-13,1.65924131782169e-12,"ENSG00000244586"
"ENSG00000187672",30.9571864386109,6.12275133349624,2.43248754370323,0.00023850377830697,0.0010829897021626,"ENSG00000187672"
"ENSG00000168356",7.09177501253934,2.00180097255025,0.97813221315412,0.00204466814737523,0.00731310533969463,"ENSG00000168356"
"ENSG00000273403",11.552949464559,-1.20726653847754,0.625173480065212,0.00619812488567541,0.0189878059948046,"ENSG00000273403"
"ENSG00000187068",5.10612652032323,4.66405534442955,1.60168984842266,0.000109680292363018,0.000537813246724179,"ENSG00000187068"
"ENSG00000196455",1199.88988012847,-0.676038982385906,0.222251883259909,0.00101882788268131,0.00395348942737983,"ENSG00000196455"
"ENSG00000163347",83.9014592402847,-10.3477938552938,0.795168746113279,7.09213879016534e-40,5.67730438245262e-38,"ENSG00000163347"
"ENSG00000113946",2.82752999324719,-5.24185143374485,1.26366241173453,2.00895955334868e-06,1.35582187122244e-05,"ENSG00000113946"
"ENSG00000114405",419.362282364001,1.77673871072743,0.434103453524293,1.94656595901545e-06,1.31875340834315e-05,"ENSG00000114405"
"ENSG00000168016",212.961499621488,-5.92118846740194,0.330559724469349,1.8015350555947e-72,5.81508396063413e-70,"ENSG00000168016"
"ENSG00000181322",29.4017823791888,-0.927200885582697,0.49479410008071,0.0125174152283679,0.0344955740145392,"ENSG00000181322"
"ENSG00000172340",762.790787546799,-1.20209995033172,0.256545935128196,2.36023743643558e-07,1.83697089977598e-06,"ENSG00000172340"
"ENSG00000187091",271.875887413856,-0.89881131569533,0.497964443934745,0.0156440144245017,0.0414446614253737,"ENSG00000187091"
"ENSG00000034533",208.421454531208,-0.471777916824545,0.173940443649655,0.00433054791985435,0.0139648424112265,"ENSG00000034533"
"ENSG00000018408",668.644766071148,-8.67285147313457,0.328564019762114,2.43901004672224e-154,9.15208032406935e-151,"ENSG00000018408"
"ENSG00000144749",306.417819651341,-4.48986670704671,0.396658155871334,8.15356794286338e-31,4.02569006705289e-29,"ENSG00000144749"
"ENSG00000169251",1738.13778635848,-0.61450261952127,0.233187003122688,0.0040836672430529,0.0132684930153918,"ENSG00000169251"
"ENSG00000163947",218.653268538193,-0.712315786148285,0.290825520704118,0.00534320873345654,0.0167168090640575,"ENSG00000163947"
"ENSG00000145087",66.5646389398155,3.76809094057548,1.25626947868729,8.80613938961034e-05,0.000441985451156517,"ENSG00000145087"
"ENSG00000163785",2097.0024422964,-0.678915911881778,0.195785234920964,0.000232148833819491,0.00105781357656759,"ENSG00000163785"
"ENSG00000114735",1713.83351070895,-1.19994768630935,0.394363845765931,0.000228794572716798,0.00104443191581289,"ENSG00000114735"
"ENSG00000072858",23.7359967172667,-1.45473434112813,0.639780717875121,0.00170874668374194,0.00625337911565013,"ENSG00000072858"
"ENSG00000114395",435.119301829385,-0.992391796466401,0.310968374701996,0.000241347913226005,0.00109474509022838,"ENSG00000114395"
"ENSG00000114529",81.1506063622296,-1.83645407236244,1.35192346587745,0.0125499329554852,0.0345724912719748,"ENSG00000114529"
"ENSG00000239620",1.54695863104175,-1.59713324909684,1.22520512870271,0.0173908139635673,0.045329065240282,"ENSG00000239620"
"ENSG00000091986",1713.70379696607,-5.58901251423469,0.582061162621764,1.11063117632165e-22,3.30426534013873e-21,"ENSG00000091986"
"ENSG00000173175",84.3430428921077,2.37956355333195,0.370078992776043,1.11204656884544e-11,1.45838907602321e-10,"ENSG00000173175"
"ENSG00000163848",1049.95607802745,-0.535368458070822,0.183947373347871,0.00212452505622415,0.00755462185060326,"ENSG00000163848"
"ENSG00000134072",120.311938925772,-1.1049249516867,0.545472768192686,0.00587043732220475,0.0181450430369918,"ENSG00000134072"
"ENSG00000250151",1.33053832520578,-2.24801156010372,1.36230330350811,0.00478937622571052,0.0152333423309604,"ENSG00000250151"
"ENSG00000156990",578.622847877663,-0.611357790596182,0.220678848939868,0.00277395359386768,0.00952543044318393,"ENSG00000156990"
"ENSG00000163701",63.4901303903999,0.923932583829185,0.412674707350953,0.00518309986605888,0.0162888897486622,"ENSG00000163701"
"ENSG00000173402",4822.08721020405,-1.90595839714468,0.302018195899409,1.50000490353086e-11,1.94005373541978e-10,"ENSG00000173402"
"ENSG00000164061",828.713919717864,3.98902010074717,0.423689459135553,2.99056103547234e-22,8.64038996379637e-21,"ENSG00000164061"
"ENSG00000164068",1277.69618446822,-0.634262864968048,0.203388052947464,0.000878460284011,0.00346342254606333,"ENSG00000164068"
"ENSG00000163704",594.589137690035,-2.22799658817805,0.297219292353282,5.92539819006319e-15,1.04636909094888e-13,"ENSG00000163704"
"ENSG00000269982",57.2781744646595,0.655477004597828,0.269277698963661,0.00644155361715096,0.0196413405823519,"ENSG00000269982"
"ENSG00000187288",1.02418098817403,-2.41546201174035,1.57564322973596,0.00579660235739181,0.01793714113664,"ENSG00000187288"
"ENSG00000156976",9759.30059485386,-0.812976121855341,0.246187844360274,0.000287214138395227,0.00127712653243761,"ENSG00000156976"
"ENSG00000231982",18.443921482198,-1.48218464227519,0.455404462581664,6.61744006091944e-05,0.000341673431697181,"ENSG00000231982"
"ENSG00000183770",2.16656385349958,-3.60175275695693,1.14309148544233,5.66111192820417e-05,0.000295858145843943,"ENSG00000183770"
"ENSG00000206262",3.30534784042235,-5.60961246359015,1.07685951573681,1.75464118592552e-08,1.58747961905661e-07,"ENSG00000206262"
"ENSG00000286988",1.43633946322012,-2.60320042808116,1.25740536166515,0.00141968320184477,0.00531125000450873,"ENSG00000286988"
"ENSG00000206557",44.0395023812594,6.66801598797005,1.23290975300183,7.84224221014197e-09,7.45521384982767e-08,"ENSG00000206557"
"ENSG00000226642",1.68282695214845,2.25595412143993,1.68673049800479,0.00999320564301314,0.0286000610351427,"ENSG00000226642"
"ENSG00000236062",2.97249559995817,3.76321408664454,1.57798119629718,0.000469409243826771,0.00198607414946242,"ENSG00000236062"
"ENSG00000163536",1105.20175040951,-4.45506417533398,0.936785216880145,1.16837364477356e-07,9.48955856127093e-07,"ENSG00000163536"
"ENSG00000287319",1.8045813827788,-2.53172957776523,1.60445316613316,0.0049207420278271,0.0155982845758545,"ENSG00000287319"
"ENSG00000114698",15.9928422678274,-7.87990970771759,1.00336779686011,6.73373109469772e-16,1.2745263160891e-14,"ENSG00000114698"
"ENSG00000188313",229.814872663569,-2.30412151448383,1.88972922153307,0.0127546823195968,0.0350528983385494,"ENSG00000188313"
"ENSG00000260572",31.607437439791,1.84693368519986,0.436066778593495,1.05410585800692e-06,7.45247379922511e-06,"ENSG00000260572"
"ENSG00000083937",417.086549190667,-1.02917168914646,0.216099381748046,2.84843117788485e-07,2.18520458801241e-06,"ENSG00000083937"
"ENSG00000114251",552.842469731099,-6.54702024877448,1.1811614890004,3.74225649133993e-09,3.6990055190495e-08,"ENSG00000114251"
"ENSG00000287707",26.7555728378365,2.27015164012737,0.448642141237045,2.68181516551066e-08,2.37129335650853e-07,"ENSG00000287707"
"ENSG00000285685",30.17648737326,2.44921274691945,2.10534532257795,0.0133651817596838,0.0363974772062004,"ENSG00000285685"
"ENSG00000023330",983.078502847378,-1.47826715416271,0.183265680442823,2.96584780655281e-17,6.22164816945555e-16,"ENSG00000023330"
"ENSG00000163884",508.524853434059,3.76820830122691,0.357474162314614,3.47508500360336e-27,1.38170300295588e-25,"ENSG00000163884"
"ENSG00000070476",1045.07872722534,-0.60259517969471,0.269977357373605,0.0122943208876722,0.0339680827176284,"ENSG00000070476"
"ENSG00000248557",13.2354652864562,-0.734033369311587,0.350039391851796,0.0122532833853587,0.0338796457534386,"ENSG00000248557"
"ENSG00000174004",145.294775474509,6.66366795435101,2.18482996385975,6.48468245530398e-05,0.000335569182254387,"ENSG00000174004"
"ENSG00000180370",3216.48167072149,-0.483431998057147,0.162512891349168,0.00190525754323215,0.00687509630848492,"ENSG00000180370"
"ENSG00000175161",472.584072845428,11.282196534309,1.21604632066982,5.26984624712042e-22,1.49806358420746e-20,"ENSG00000175161"
"ENSG00000239519",2.48489552638995,3.10544896019027,1.75662573135007,0.00249690777038709,0.00869140472625812,"ENSG00000239519"
"ENSG00000184432",4138.98427210431,-1.86724013297547,0.309822731459035,8.47233675442907e-11,1.01367507784458e-09,"ENSG00000184432"
"ENSG00000172053",5643.54701011473,-0.371133236665957,0.128514262367562,0.00292920491716996,0.00999452175591328,"ENSG00000172053"
"ENSG00000172037",10354.787187487,-2.0912210666084,0.39498191751839,7.05917967894247e-09,6.74871066185268e-08,"ENSG00000172037"
"ENSG00000178035",6145.92567139461,-1.31697241045172,0.148362861006189,3.64915679093291e-20,9.22087859486658e-19,"ENSG00000178035"
"ENSG00000286004",38.8659903003906,-1.04230254787908,0.476755946456113,0.00443148689257199,0.0142429127439099,"ENSG00000286004"
"ENSG00000260261",231.666202167432,-2.33473987462904,0.477446910058013,6.39684178988805e-08,5.39401105872611e-07,"ENSG00000260261"
"ENSG00000231443",84.8077322951834,-2.12007974710561,0.542557794767097,4.51712601272941e-06,2.87713994857043e-05,"ENSG00000231443"
"ENSG00000185485",701.955005665997,-0.77986164271091,0.2606560819882,0.000898657858531424,0.00353330848136933,"ENSG00000185485"
"ENSG00000154917",644.057668523908,-1.80547513871321,0.432404172739524,1.36165316996079e-06,9.45534733033844e-06,"ENSG00000154917"
"ENSG00000243083",6.67618259204734,-1.94275933193526,0.611764785217892,6.87084653472599e-05,0.000353662452204972,"ENSG00000243083"
"ENSG00000145014",1229.63553978586,-1.42475891817755,0.257526513013334,1.53270618568876e-09,1.60284754534705e-08,"ENSG00000145014"
"ENSG00000145194",5.23166501677884,1.75154362973437,0.922193919266621,0.00359377748759785,0.0119166692146471,"ENSG00000145194"
"ENSG00000090097",2666.71221352191,0.827662458517962,0.228928106778764,8.70626409546757e-05,0.000437557913748269,"ENSG00000090097"
"ENSG00000114346",1976.53821102749,-0.777245331318647,0.233429129601149,0.000290278458355739,0.00128941536569709,"ENSG00000114346"
"ENSG00000114127",1256.17699996154,-0.826820352672987,0.289955753370246,0.00121573249528197,0.00462431243992264,"ENSG00000114127"
"ENSG00000121577",348.944997097246,7.05276208102706,0.548088241572703,1.48919903207958e-38,1.12040766275681e-36,"ENSG00000121577"
"ENSG00000138495",549.279074550367,1.66689839237407,0.477902878158003,2.37246091658524e-05,0.000133243974284326,"ENSG00000138495"
"ENSG00000007402",6173.33083233086,4.21638348498231,0.612366371072828,3.7315255116362e-13,5.60924708732133e-12,"ENSG00000007402"
"ENSG00000129055",932.635457013682,-0.710194745943602,0.21488854586679,0.000383031465559648,0.00165442036901224,"ENSG00000129055"
"ENSG00000114019",1573.05898561338,-3.77924174333001,1.2274535520798,6.9517116160927e-05,0.000357395840047074,"ENSG00000114019"
"ENSG00000114544",1387.16440229571,-0.881590511799276,0.319704550697945,0.00137471074382415,0.00515778550416911,"ENSG00000114544"
"ENSG00000144868",2006.93928338872,8.39082149943131,0.427483332767328,1.54680755928641e-86,8.29171716468191e-84,"ENSG00000144868"
"ENSG00000175697",35.2162469000837,0.952105190023612,0.539316558384367,0.0151362711455321,0.0402922517972625,"ENSG00000175697"
"ENSG00000169282",218.082993026983,2.10760467740303,0.462215862625397,2.7322150558834e-07,2.10195704158287e-06,"ENSG00000169282"
"ENSG00000163320",2738.19013222548,0.566630079676557,0.238791267488867,0.00929558875867851,0.0268900317872597,"ENSG00000163320"
"ENSG00000183873",376.308069224881,8.4844662886815,0.765009531907924,2.208658500448e-29,9.94028778484985e-28,"ENSG00000183873"
"ENSG00000127241",89.9478816350042,-9.05521871635794,0.768477274622068,6.16814407604893e-33,3.47394966264377e-31,"ENSG00000127241"
"ENSG00000174640",98.742005261155,-3.88956326318562,0.983627046849302,3.50246385251887e-06,2.26987181322893e-05,"ENSG00000174640"
"ENSG00000233276",4325.97269606939,-1.10884921630317,0.398549598569891,0.000673626441073039,0.00273190923190645,"ENSG00000233276"
"ENSG00000144891",26.0882572613249,4.56868547896272,0.834637665213253,2.94482726879209e-09,2.96149982518826e-08,"ENSG00000144891"
"ENSG00000163684",181.544714704026,1.30848941264581,0.248829929823678,8.94387798776825e-09,8.44031038399293e-08,"ENSG00000163684"
"ENSG00000168297",498.162259811347,-1.59633795343173,0.220898329652994,2.0086782624087e-14,3.3970993103801e-13,"ENSG00000168297"
"ENSG00000196549",21743.6480354083,-10.751624961786,1.11564385304277,2.65710962210684e-23,8.2407451799681e-22,"ENSG00000196549"
"ENSG00000237990",4.06950327842939,4.51358161890501,1.39741887901394,4.39311089557469e-05,0.00023511641286193,"ENSG00000237990"
"ENSG00000091181",2.04348414046059,3.15601552113939,1.52987601242606,0.00119867976798133,0.00456871101511321,"ENSG00000091181"
"ENSG00000172780",110.172585999998,-2.71942077157936,0.466253784919136,4.44179076259737e-10,4.94210959608638e-09,"ENSG00000172780"
"ENSG00000240682",520.090279408744,-0.520182353460622,0.208170411239884,0.00728410043156647,0.0218508454936738,"ENSG00000240682"
"ENSG00000230530",12.4754532511694,-0.820837288773919,0.419123491312996,0.0134369029061637,0.0365312161348908,"ENSG00000230530"
"ENSG00000163817",2.89047123039062,-1.57750734778115,1.07979377384084,0.0123691535061878,0.0341458964267839,"ENSG00000163817"
"ENSG00000172215",14.3115271045187,-2.93566782926523,0.771985617673553,6.76341043667733e-06,4.16558920596259e-05,"ENSG00000172215"
"ENSG00000178700",220.624017806848,0.928496855513102,0.249279954217735,4.10996195962974e-05,0.000220986831571064,"ENSG00000178700"
"ENSG00000178694",325.608830425113,0.781744384883851,0.1666337639301,9.33271706426206e-07,6.65618516398391e-06,"ENSG00000178694"
"ENSG00000114812",4.90041910605252,3.28719674893898,1.26504090275859,0.000290441980245531,0.00128995085145593,"ENSG00000114812"
"ENSG00000114853",448.771716338949,-1.15126865143542,0.290962570955899,7.78427507945766e-06,4.74565705950933e-05,"ENSG00000114853"
"ENSG00000041880",476.249579061805,-1.73051110303634,0.21439752250562,3.13076684084515e-17,6.54474162920129e-16,"ENSG00000041880"
"ENSG00000178917",122.111552137115,0.824786727491547,0.26837808774964,0.000603847956077432,0.00248042033298966,"ENSG00000178917"
"ENSG00000196345",222.708677486818,4.02538006723934,0.392756211266961,7.62638044464965e-26,2.79873245193078e-24,"ENSG00000196345"
"ENSG00000144792",145.319606220879,4.8281659606642,0.399376074615629,1.15312170700467e-34,7.10791797178094e-33,"ENSG00000144792"
"ENSG00000214820",20.91715545112,2.0971509138303,0.539372536843633,4.85867080662072e-06,3.08170392965065e-05,"ENSG00000214820"
"ENSG00000272077",88.8013240055547,0.971832781791297,0.337948391770641,0.000730375659138786,0.00292686515975,"ENSG00000272077"
"ENSG00000131375",805.07681771784,-0.728527188758557,0.227519653668402,0.000519739905332615,0.00217420181412761,"ENSG00000131375"
"ENSG00000131370",132.751065325718,-1.71756744793048,0.247384735528757,1.69039929527701e-13,2.63468828893669e-12,"ENSG00000131370"
"ENSG00000206561",138.401862294384,1.93336743758067,0.511607134878407,7.30322924817251e-06,4.47602365865436e-05,"ENSG00000206561"
"ENSG00000131373",316.998252074149,-0.453489260274974,0.179265141138267,0.00749851905203417,0.0223822256560618,"ENSG00000131373"
"ENSG00000169814",583.680718703389,-1.70776551031483,0.255862543632776,1.08055012118993e-12,1.5662498352487e-11,"ENSG00000169814"
"ENSG00000012171",1774.30796747262,-3.82469168681361,0.471442306214598,3.07959657418915e-17,6.45124979487677e-16,"ENSG00000012171"
"ENSG00000243477",343.662071394346,-1.66694760097586,0.311614583851206,3.82003105919406e-09,3.76843616056347e-08,"ENSG00000243477"
"ENSG00000154743",358.969250476128,0.627684365904429,0.241493429046023,0.00438567024481925,0.0141137902100374,"ENSG00000154743"
"ENSG00000164050",3080.09451456081,1.23788676186086,0.356463043911981,4.38429325249599e-05,0.000234686339419895,"ENSG00000164050"
"ENSG00000114268",369.472601552077,-0.906262468350374,0.429605401759963,0.00752141007164658,0.0224349372953854,"ENSG00000114268"
"ENSG00000010256",3970.26872053206,-0.470480146891435,0.205098041487423,0.0136745162000508,0.0370416262235449,"ENSG00000010256"
"ENSG00000225697",1410.79761525462,-1.52558244976813,0.463443995869602,5.51111466984116e-05,0.000288722777092429,"ENSG00000225697"
"ENSG00000008300",5512.29213385248,0.574538126245312,0.274724343920108,0.0184116418301275,0.0474868181199928,"ENSG00000008300"
"ENSG00000213672",1040.97105250236,-0.881927784518776,0.141475050435704,1.1503379123018e-10,1.3568563375005e-09,"ENSG00000213672"
"ENSG00000114270",438.684906233732,-2.81949971692963,0.424351460652778,2.67120466171744e-12,3.72269697029228e-11,"ENSG00000114270"
"ENSG00000172667",1543.6216297477,-1.43265355495524,0.50918905522281,0.00032968842040612,0.00144564953143022,"ENSG00000172667"
"ENSG00000121879",861.054565687145,-0.895616486559278,0.133427603284302,4.62530554108626e-12,6.28836263758462e-11,"ENSG00000121879"
"ENSG00000197763",252.651794540007,-1.08118293922504,0.178584047810597,1.71882926930858e-10,1.99141396508584e-09,"ENSG00000197763"
"ENSG00000114779",782.574265489228,-2.2712427396186,0.346934953284495,4.89751947028474e-12,6.64641215996734e-11,"ENSG00000114779"
"ENSG00000144645",96.6171461716969,-3.34711380888793,1.32081076410503,0.000341388971357323,0.00149216009481297,"ENSG00000144645"
"ENSG00000016864",2016.75037623421,-1.14553814256392,0.21284051727039,7.22897753205136e-09,6.89786002970915e-08,"ENSG00000016864"
"ENSG00000180044",56.8160762255718,-1.24671437664371,0.797907051915466,0.0143047172376069,0.0384882411719748,"ENSG00000180044"
"ENSG00000144681",1368.98854698823,1.97810702676183,0.399619007622268,3.84019831365424e-08,3.32341066095318e-07,"ENSG00000144681"
"ENSG00000235947",1.71920029300512,1.717070517168,1.38618047242932,0.0181065962040075,0.0468368730243947,"ENSG00000235947"
"ENSG00000235831",6.1894488636302,-2.73557044685736,0.783753490823319,2.11877556667925e-05,0.000119870945601479,"ENSG00000235831"
"ENSG00000010319",88.062629414169,-0.618834019602286,0.280744751038188,0.0126777817130155,0.0348766797326808,"ENSG00000010319"
"ENSG00000114854",3.84843596978439,-2.45339748128252,1.02387378847186,0.00063949225819588,0.00261040496311968,"ENSG00000114854"
"ENSG00000076201",2965.95456911041,-1.28493595987346,0.262171538728631,6.36278736412575e-08,5.36680286270556e-07,"ENSG00000076201"
"ENSG00000174891",975.457930278701,0.604532696471841,0.183986228477552,0.00053262626299703,0.00222129866475519,"ENSG00000174891"
"ENSG00000113971",433.366608131709,-0.745735400895883,0.296116710067147,0.00404613606880109,0.013159367134273,"ENSG00000113971"
"ENSG00000164045",723.691134536422,1.22043167248636,0.576213907490759,0.00371208893656767,0.0122521382943183,"ENSG00000164045"
"ENSG00000164049",19.8464143546599,3.12838757214363,0.972676428154625,4.90239656357104e-05,0.000259730250586015,"ENSG00000164049"
"ENSG00000280053",7.90057340189393,2.46836162280414,0.743231796688614,3.9005899298772e-05,0.000210824287189384,"ENSG00000280053"
"ENSG00000144935",730.128012583793,-0.794095789706582,0.362071216449773,0.00826114526428969,0.0243367340224448,"ENSG00000144935"
"ENSG00000163710",1147.02540672464,-1.48494855479132,0.52081158248141,0.00027302350677561,0.00122253768644049,"ENSG00000163710"
"ENSG00000163702",356.104067756485,-1.52506523520903,0.356735926260447,9.27912637801071e-07,6.62425909016655e-06,"ENSG00000163702"
"ENSG00000287878",19.2385089229232,-0.944493254278615,0.405892846705522,0.00389590862486095,0.0127495128103893,"ENSG00000287878"
"ENSG00000144791",650.796786334172,-1.61690788924021,0.242998313434523,1.17778212291862e-12,1.69572381524672e-11,"ENSG00000144791"
"ENSG00000163823",2.38759211886611,-4.99098104787578,1.24111705325582,3.12565295387947e-06,2.04020387089602e-05,"ENSG00000163823"
"ENSG00000283646",5.47644334101788,-6.33426240882771,1.08014827444063,5.86889388045872e-10,6.45814975797252e-09,"ENSG00000283646"
"ENSG00000183625",5.5763022542736,-6.02282771286282,1.01696477871568,3.86154108696785e-10,4.32213280722177e-09,"ENSG00000183625"
"ENSG00000012223",11.4157496736057,-6.47365037457725,1.29491910424988,6.12142164755073e-08,5.17922650613938e-07,"ENSG00000012223"
"ENSG00000288718",1.16536512120404,-1.8818203779259,1.31093751210094,0.0101424422337913,0.02895539452365,"ENSG00000288718"
"ENSG00000132170",186.41792068923,-3.79105986435855,0.64526633573809,2.56120688952882e-10,2.92449104666282e-09,"ENSG00000132170"
"ENSG00000163932",582.133524312333,-3.224400947544,0.59403172454323,3.7625534839299e-09,3.71784374700763e-08,"ENSG00000163932"
"ENSG00000056736",150.673211944823,-1.00571314826959,0.537166171675379,0.010526420269919,0.0298641536794913,"ENSG00000056736"
"ENSG00000157388",24.3373384078517,5.92782649960411,1.84431585302711,4.70119337613831e-05,0.000249778980457161,"ENSG00000157388"
"ENSG00000173702",87.5603906538691,-7.52310679235277,0.756213161596508,5.01857280267269e-24,1.62867607528034e-22,"ENSG00000173702"
"ENSG00000136068",4612.40433926154,-1.32408245858114,0.169333438760716,2.82807367009384e-16,5.51272360406149e-15,"ENSG00000136068"
"ENSG00000160145",907.169680045582,3.15126750166018,0.28084988885545,2.55123665578487e-30,1.2253691707201e-28,"ENSG00000160145"
"ENSG00000241288",60.5315504622448,-1.27280611817657,0.640948434093055,0.00484532077485255,0.0153819463134834,"ENSG00000241288"
"ENSG00000248787",7.3168639646359,-2.69135252287487,0.790916975330847,2.87199423204317e-05,0.000158979153331558,"ENSG00000248787"
"ENSG00000254485",3.09753189451112,-1.22439512506821,0.760795392409304,0.0132425931293073,0.0361324671104049,"ENSG00000254485"
"ENSG00000156959",841.761984872309,9.64541709103165,0.675276849716604,2.83939579429031e-47,3.19235289695883e-45,"ENSG00000156959"
"ENSG00000053524",110.704042209213,2.47529207131513,0.63352137852138,4.72689721351006e-06,3.00374105529971e-05,"ENSG00000053524"
"ENSG00000152601",1837.63921746079,-1.1731025588266,0.187377578783833,3.3524685407619e-11,4.17237782442502e-10,"ENSG00000152601"
"ENSG00000144671",5.76059772889753,-1.62796874265237,0.66358184814677,0.000843732701585016,0.00333746369335625,"ENSG00000144671"
"ENSG00000225526",10.4193953339932,0.768085610739379,0.411281484964542,0.0188776556257097,0.0485303026657685,"ENSG00000225526"
"ENSG00000061938",3672.91794091471,-0.939484630289386,0.288258306952869,0.000224713674841623,0.00102814811843784,"ENSG00000061938"
"ENSG00000150995",3279.79148916293,0.947285662489977,0.438269183631497,0.00594847779853843,0.0183239974381042,"ENSG00000150995"
"ENSG00000047849",6780.59779302285,-1.38210010088871,0.138949314041831,1.16747160407796e-24,3.96003729749337e-23,"ENSG00000047849"
"ENSG00000145012",1135.23332318207,-5.66332118179186,0.799446274678965,1.74697644952183e-13,2.71863587548967e-12,"ENSG00000145012"
"ENSG00000144857",1121.26501831382,-2.05361492039187,0.338668589782316,8.40144143711781e-11,1.00599469685217e-09,"ENSG00000144857"
"ENSG00000177311",1267.2637017291,-1.27693877229369,0.36270198310193,3.33982743574339e-05,0.000182719664285731,"ENSG00000177311"
"ENSG00000174776",2.32342212649518,-4.02780930433784,1.68172274293145,0.000440729608784906,0.00187743183285286,"ENSG00000174776"
"ENSG00000164080",911.827494902545,0.649604854860683,0.158516691629604,2.03159686123795e-05,0.000115264611940091,"ENSG00000164080"
"ENSG00000131389",2096.41439980979,-1.14642201051038,0.322891465033291,4.10124453994818e-05,0.000220557613480302,"ENSG00000131389"
"ENSG00000206560",1630.32865527018,-2.22288750376948,0.192090297237978,6.55104394326087e-32,3.49299801301506e-30,"ENSG00000206560"
"ENSG00000163539",2060.14076518213,1.26032634675219,0.238580140849788,8.84469718836653e-09,8.3572226911418e-08,"ENSG00000163539"
"ENSG00000168386",447.543666437436,-3.24915076751628,0.396356427215168,1.8072778554689e-17,3.85043817908593e-16,"ENSG00000168386"
"ENSG00000181789",7752.68342936465,-1.5981599775272,0.445107940252067,1.64942721580364e-05,9.50915221647962e-05,"ENSG00000181789"
"ENSG00000286729",5.48071758571151,1.06927347857477,0.644621720027244,0.0152199911145274,0.0404648758539544,"ENSG00000286729"
"ENSG00000184897",8285.61148984429,0.709841439822194,0.268054207379774,0.00310031532126689,0.0104865764089139,"ENSG00000184897"
"ENSG00000206417",143.535088228952,-0.978561211839052,0.409477590284419,0.00300402192379588,0.0102057191184279,"ENSG00000206417"
"ENSG00000248916",5.33869669356444,-2.04752186522127,0.724965804561928,0.000212725148909969,0.000977766995119943,"ENSG00000248916"
"ENSG00000244932",85.3205676397535,-0.750719349355149,0.363928472637917,0.0127038005283166,0.0349313093306123,"ENSG00000244932"
"ENSG00000172771",15.3343386227849,-2.3037544322833,0.430539881601739,6.05271390056982e-09,5.83857386186393e-08,"ENSG00000172771"
"ENSG00000129071",1004.94160596318,-0.832181195503465,0.232663552832635,9.94226452506124e-05,0.00049421566282135,"ENSG00000129071"
"ENSG00000152580",667.768296164175,-6.98359836012604,1.09212229645,2.49227072941707e-11,3.13954993816076e-10,"ENSG00000152580"
"ENSG00000225873",3.30533123586076,2.03686061840852,1.44211806890992,0.00959915934667678,0.0276409750050734,"ENSG00000225873"
