"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","abs_log2FoldChange","entrez","symbol"
"ENSG00000260253",8.98914184359646,2.44504633546161,0.726784320901258,3.382814303012e-05,0.000184869292849294,"ENSG00000260253",2.44504633546161,NA,""
"ENSG00000257913",65.5585351976095,2.44453400014792,0.554068487491955,5.94019267569677e-07,4.36948404635485e-06,"ENSG00000257913",2.44453400014792,105369758,"DDN-AS1"
"ENSG00000158715",485.28694312967,-2.44394074409543,0.574886519829402,1.18067141490389e-06,8.27904115954213e-06,"ENSG00000158715",2.44394074409543,85414,"SLC45A3"
"ENSG00000280083",6.66633648610185,2.4433235846917,1.03849323814713,0.000722440457598573,0.00290123250186585,"ENSG00000280083",2.4433235846917,NA,""
"ENSG00000250764",29.5738688889677,-2.4426741161134,0.484036498972485,3.06698387417314e-08,2.68811062536652e-07,"ENSG00000250764",2.4426741161134,NA,""
"ENSG00000136895",332.669086014769,2.44230701415037,0.435494024194317,1.57692039342221e-09,1.64652428835274e-08,"ENSG00000136895",2.44230701415037,84253,"GARNL3"
"ENSG00000130813",334.849904371606,-2.44131984826927,0.569153709244582,1.00475357815413e-06,7.12537152435837e-06,"ENSG00000130813",2.44131984826927,55337,"SHFL"
"ENSG00000259341",8.88299916489055,-2.44105451728586,1.07630242058968,0.000907822672543194,0.00356336730118473,"ENSG00000259341",2.44105451728586,NA,""
"ENSG00000178695",150.462592683824,2.43968310429883,0.688893452222415,1.83006582324754e-05,0.000104641420853463,"ENSG00000178695",2.43968310429883,115207,"KCTD12"
"ENSG00000138166",403.639598987005,-2.43962968122214,0.215263049390153,1.12315805182213e-30,5.50916365321055e-29,"ENSG00000138166",2.43962968122214,1847,"DUSP5"
"ENSG00000138496",331.83497171028,-2.43896997795214,0.621038912023538,4.36765934819016e-06,2.78726118140562e-05,"ENSG00000138496",2.43896997795214,83666,"PARP9"
"ENSG00000020633",4.68777620851637,-2.43894502215474,0.680931553006121,1.58530701039248e-05,9.16413078085342e-05,"ENSG00000020633",2.43894502215474,864,"RUNX3"
"ENSG00000259982",21.3943045357662,-2.43804409350322,1.20305817386583,0.00170489334859026,0.00624136505260134,"ENSG00000259982",2.43804409350322,NA,"CDC37P1"
"ENSG00000132359",2946.76217487148,2.43712603614142,0.247479590706816,8.32055885432218e-24,2.65153775210082e-22,"ENSG00000132359",2.43712603614142,23108,"RAP1GAP2"
"ENSG00000284707",65.8676790876983,2.43576967354804,0.544281763095453,4.49557932599127e-07,3.36368030199252e-06,"ENSG00000284707",2.43576967354804,NA,""
"ENSG00000286379",19.7415600817029,-2.43314143241329,0.563480364199453,8.88521673278454e-07,6.36727909050989e-06,"ENSG00000286379",2.43314143241329,NA,""
"ENSG00000112294",484.214795973331,2.43312356427506,0.254152215298,1.21167322696715e-22,3.58004120081957e-21,"ENSG00000112294",2.43312356427506,7915,"ALDH5A1"
"ENSG00000165376",2.36980842611405,-2.43203163524485,1.19482602718418,0.00167110442181045,0.0061311273085221,"ENSG00000165376",2.43203163524485,9075,"CLDN2"
"ENSG00000070540",636.03715889333,-2.4319874734737,0.655578862208413,9.95977193999689e-06,5.96093081995958e-05,"ENSG00000070540",2.4319874734737,55062,"WIPI1"
"ENSG00000010438",582.459543281713,2.43177856127195,0.237386591612546,1.51996902559064e-25,5.46442517116231e-24,"ENSG00000010438",2.43177856127195,5646,"PRSS3"
"ENSG00000143119",5.20783600185999,-2.43102598326804,1.27135943363925,0.00228367052368275,0.00803675327672126,"ENSG00000143119",2.43102598326804,963,"CD53"
"ENSG00000033170",1474.30781103934,-2.42972709257848,0.259730592125975,9.70961415611727e-22,2.70634082964238e-20,"ENSG00000033170",2.42972709257848,2530,"FUT8"
"ENSG00000159176",1003.45506316675,-2.42772312085294,0.368544293836604,4.0619982310369e-12,5.54259658624985e-11,"ENSG00000159176",2.42772312085294,1465,"CSRP1"
"ENSG00000279579",4.42694434344939,-2.42687111400865,0.803510596432311,0.000104160719254654,0.000514022789956512,"ENSG00000279579",2.42687111400865,NA,"LINC01666"
"ENSG00000204758",7.32849450680828,-2.42601467634061,0.607927339457545,3.40405548233728e-06,2.21134692759755e-05,"ENSG00000204758",2.42601467634061,100268168,""
"ENSG00000188372",81.3148614682645,-2.42571470323555,0.497140496206545,6.93619539022172e-08,5.82426991382002e-07,"ENSG00000188372",2.42571470323555,7784,"ZP3"
"ENSG00000274723",3.98525777650145,-2.42541152733013,0.870388029926322,0.000212633219440327,0.00097764383739917,"ENSG00000274723",2.42541152733013,NA,""
"ENSG00000213700",13.2387868633858,-2.42359255367758,0.442299633427956,3.18450002774981e-09,3.18757940423546e-08,"ENSG00000213700",2.42359255367758,NA,"RPL17P50"
"ENSG00000189350",49.4871347902633,2.42200264112979,0.494368339362204,6.2953459270531e-08,5.31738855892535e-07,"ENSG00000189350",2.42200264112979,165186,"TOGARAM2"
"ENSG00000260176",60.7907339344191,2.42134023706075,0.602913909472711,3.07656033764961e-06,2.01165900187113e-05,"ENSG00000260176",2.42134023706075,NA,""
"ENSG00000261342",99.2309539384492,2.4198037871223,0.492763102868426,5.95035702371564e-08,5.04159659878407e-07,"ENSG00000261342",2.4198037871223,NA,""
"ENSG00000263232",7.01249585004282,2.41891502608041,0.833645034741157,0.000150654973399175,0.000715587285833836,"ENSG00000263232",2.41891502608041,NA,"ATP5F1AP3"
"ENSG00000065809",949.723654679402,2.41782196125467,0.302206205045233,1.30927837361494e-16,2.61672619823881e-15,"ENSG00000065809",2.41782196125467,83641,"FAM107B"
"ENSG00000158321",2047.74108971931,2.41721967369649,0.345563195243212,2.53049466120979e-13,3.86186676333791e-12,"ENSG00000158321",2.41721967369649,26053,"AUTS2"
"ENSG00000197768",32.747923084445,-2.416818519866,0.582660530133235,1.80573589399395e-06,1.22916974607266e-05,"ENSG00000197768",2.416818519866,441476,"STPG3"
"ENSG00000254632",3.06139399747437,-2.41643000057514,1.20362117203146,0.00180709970522986,0.00656429405267366,"ENSG00000254632",2.41643000057514,NA,""
"ENSG00000136830",5425.83289098922,-2.41496860888547,0.290116913712712,9.20914209762723e-18,1.98884342898325e-16,"ENSG00000136830",2.41496860888547,64855,"NIBAN2"
"ENSG00000246982",94.0072773290854,-2.41450158594121,0.608854266018172,3.75291748813438e-06,2.41809036437661e-05,"ENSG00000246982",2.41450158594121,NA,"BRPF3-AS1"
"ENSG00000215456",2.81752702148713,-2.4129370373731,0.957570893909839,0.000461221057748608,0.00195378984463727,"ENSG00000215456",2.4129370373731,NA,"BCRP4"
"ENSG00000172201",281.333650350419,-2.40893128991509,1.14648993423003,0.00142660841578464,0.00533516357710716,"ENSG00000172201",2.40893128991509,3400,"ID4"
"ENSG00000164241",132.2133964548,2.40766161927449,0.336535515760541,8.15463064191851e-14,1.31040706022798e-12,"ENSG00000164241",2.40766161927449,401207,"C5orf63"
"ENSG00000267470",71.8986995992766,2.40763593238022,0.307051183359325,4.64177934087119e-16,8.85833274212411e-15,"ENSG00000267470",2.40763593238022,100507433,"ZNF571-AS1"
"ENSG00000256596",3.29927280983062,2.40568858348066,1.30906186129261,0.00278278151799107,0.00955355882760452,"ENSG00000256596",2.40568858348066,NA,""
"ENSG00000130529",996.582319401321,-2.40543212228974,0.470027615069198,2.12124842697059e-08,1.90026131092898e-07,"ENSG00000130529",2.40543212228974,54795,"TRPM4"
"ENSG00000226851",7.87894539842334,2.40483250451725,0.839025134113901,0.000168399142765438,0.00079259546357411,"ENSG00000226851",2.40483250451725,NA,""
"ENSG00000117525",145.244158161343,-2.40153281028278,0.332492470834223,4.9643913812187e-14,8.13461052799149e-13,"ENSG00000117525",2.40153281028278,2152,"F3"
"ENSG00000271064",8.29427919864035,-2.4014491203544,0.831444286811091,0.00015761700600507,0.000745353639455925,"ENSG00000271064",2.4014491203544,NA,""
"ENSG00000260317",40.9937378005249,2.40123396334098,0.459323842812451,1.2044749018599e-08,1.11527242686405e-07,"ENSG00000260317",2.40123396334098,NA,""
"ENSG00000184702",152.053641912119,2.40086719695086,0.44615830631194,5.37056414333941e-09,5.21575428725026e-08,"ENSG00000184702",2.40086719695086,5413,"SEPTIN5"
"ENSG00000170293",143.664011904626,-2.40076819608177,0.807649685272714,0.00012163786895146,0.000589989851034721,"ENSG00000170293",2.40076819608177,152189,"CMTM8"
"ENSG00000270372",21.4692206093895,2.40004302312478,0.892086816501109,0.000284446056487382,0.00126688222102296,"ENSG00000270372",2.40004302312478,NA,""
"ENSG00000088826",363.78817631314,-2.39934067994959,0.488775874995413,5.96813311825515e-08,5.05380502332584e-07,"ENSG00000088826",2.39934067994959,54498,"SMOX"
"ENSG00000170161",57.793125448313,2.39907654591515,0.493460930928304,7.49504123745018e-08,6.26199952426989e-07,"ENSG00000170161",2.39907654591515,NA,""
"ENSG00000101280",2.03158240313774,-2.39871874225549,1.17110078473419,0.00164256686292466,0.00603906858859858,"ENSG00000101280",2.39871874225549,51378,"ANGPT4"
"ENSG00000244675",2.04286120887329,-2.39860916419829,1.19794699904597,0.0018474765279748,0.00669476073071893,"ENSG00000244675",2.39860916419829,NA,""
"ENSG00000224846",2.51328780759996,-2.39854066256193,1.12637971756869,0.00133195451666069,0.00501333743632,"ENSG00000224846",2.39854066256193,NA,"NQO2-AS1"
"ENSG00000178665",117.38565487399,2.39850051415111,0.362083650841859,3.15279362932772e-12,4.36146138058934e-11,"ENSG00000178665",2.39850051415111,349075,"ZNF713"
"ENSG00000259205",43.1891983166588,2.3977040181281,0.696782484073374,2.60977485900132e-05,0.000145510459681205,"ENSG00000259205",2.3977040181281,NA,"PRKXP1"
"ENSG00000231760",9.67471361686223,-2.39650823800962,0.541384911335433,5.52325320558214e-07,4.08380635414705e-06,"ENSG00000231760",2.39650823800962,NA,""
"ENSG00000158815",17.4124415136186,2.39498470911648,0.705369283558514,3.05726442944321e-05,0.000168502993914627,"ENSG00000158815",2.39498470911648,8822,"FGF17"
"ENSG00000260852",191.542762115583,2.39151726011287,0.342733287419135,2.82948047832302e-13,4.29849061127423e-12,"ENSG00000260852",2.39151726011287,283932,"FBXL19-AS1"
"ENSG00000144724",744.724672862491,-2.38914774986721,0.821209592189426,0.000148279569459909,0.000705197147594583,"ENSG00000144724",2.38914774986721,5793,"PTPRG"
"ENSG00000235636",16.0503833938016,2.38906620039366,0.474606253586908,3.21675198496185e-08,2.81280739401601e-07,"ENSG00000235636",2.38906620039366,NA,"NUS1P1"
"ENSG00000257489",16.8673630560682,2.38800623803873,0.697709383994862,2.78454336992612e-05,0.000154737518366924,"ENSG00000257489",2.38800623803873,NA,""
"ENSG00000105227",235.31589285547,-2.38759414102477,0.366744850580886,6.63522780670112e-12,8.89879654518172e-11,"ENSG00000105227",2.38759414102477,57716,"PRX"
"ENSG00000171533",881.516105092805,2.38752782501684,0.405748041979284,3.1899606294431e-10,3.60675812185508e-09,"ENSG00000171533",2.38752782501684,4135,"MAP6"
"ENSG00000237892",10.0357046569723,2.38723314490024,0.92224747097386,0.000383295715148949,0.00165532356107845,"ENSG00000237892",2.38723314490024,NA,"KLF7-IT1"
"ENSG00000260231",68.8051863412926,2.38642514876251,0.268923395293587,7.88514834199318e-20,1.94658115195965e-18,"ENSG00000260231",2.38642514876251,100134229,"KDM7A-DT"
"ENSG00000255100",11.1378145318369,-2.38620849811987,0.514457862196906,2.13380187190705e-07,1.67069896694777e-06,"ENSG00000255100",2.38620849811987,101928837,"TSKU-AS1"
"ENSG00000280303",25.7766686223389,2.38576439264473,0.626779027514373,6.92895256783922e-06,4.25905928379713e-05,"ENSG00000280303",2.38576439264473,NA,"ERICD"
"ENSG00000286315",20.6620318036,-2.38562226401319,1.26853324769581,0.00252622236410994,0.00877817677372571,"ENSG00000286315",2.38562226401319,NA,""
"ENSG00000162746",29.0551571359646,-2.38402900629832,0.437591848795195,3.72545763876488e-09,3.68482744178197e-08,"ENSG00000162746",2.38402900629832,127943,"FCRLB"
"ENSG00000266235",22.9283374169249,2.38293020295784,0.483081155506603,5.28528402290687e-08,4.50991873461175e-07,"ENSG00000266235",2.38293020295784,100423037,"MIR3176"
"ENSG00000267108",38.1452044504147,-2.3822047916807,0.681391792100318,2.15540051207616e-05,0.000121805286091894,"ENSG00000267108",2.3822047916807,NA,""
"ENSG00000008323",10.6666813315856,-2.38198172308255,0.698607258935583,2.91422234057813e-05,0.000161138405676579,"ENSG00000008323",2.38198172308255,55200,"PLEKHG6"
"ENSG00000173175",84.3430428921077,2.37956355333195,0.370078992776043,1.11204656884544e-11,1.45838907602321e-10,"ENSG00000173175",2.37956355333195,111,"ADCY5"
"ENSG00000185245",30.6497767591791,-2.37954574545461,0.515756339237781,2.38375713707819e-07,1.85383433932513e-06,"ENSG00000185245",2.37954574545461,2811,"GP1BA"
"ENSG00000289109",30.6618552771946,2.37945094067764,0.467323663074761,2.39830375860603e-08,2.13191236392048e-07,"ENSG00000289109",2.37945094067764,NA,""
"ENSG00000232294",2.10271439289235,-2.37810687413467,1.25977633913339,0.00249106714328617,0.00867308566159913,"ENSG00000232294",2.37810687413467,NA,""
"ENSG00000186998",174.008749683504,2.37803146822714,0.420206622253668,1.1583398615871e-09,1.23087448867197e-08,"ENSG00000186998",2.37803146822714,129080,"EMID1"
"ENSG00000241399",71.5776491080393,-2.37474012600511,1.09531043901884,0.00121704825565035,0.00462873072169872,"ENSG00000241399",2.37474012600511,9936,"CD302"
"ENSG00000112320",728.889774917809,2.37278261585754,0.495796598021619,1.06850016406677e-07,8.74463097740472e-07,"ENSG00000112320",2.37278261585754,55084,"SOBP"
"ENSG00000249328",12.0901031842904,2.37271330398938,0.69282592257535,2.76822632502095e-05,0.000153887751945933,"ENSG00000249328",2.37271330398938,101927040,""
"ENSG00000182197",1609.53527961805,-2.37202640258099,0.321896588437961,1.68509407083175e-14,2.87577253623071e-13,"ENSG00000182197",2.37202640258099,2131,"EXT1"
"ENSG00000184523",6.74267504279984,2.37125819198895,1.10064166420308,0.00126346869105464,0.00478587591631157,"ENSG00000184523",2.37125819198895,NA,"PTGER4P2"
"ENSG00000163491",28.2577085328603,-2.37125794902393,0.52756462767248,4.06613634116373e-07,3.06071581808912e-06,"ENSG00000163491",2.37125794902393,152110,"NEK10"
"ENSG00000105655",3212.98444509212,2.37088698218875,0.515042525035939,2.49384636115395e-07,1.93343940897418e-06,"ENSG00000105655",2.37088698218875,51477,"ISYNA1"
"ENSG00000154556",257.006398265714,2.36902205794659,0.522149422357372,3.36321832395556e-07,2.55660802397625e-06,"ENSG00000154556",2.36902205794659,8470,"SORBS2"
"ENSG00000164082",30.2336729765951,2.36838107616439,0.708959923121922,3.69591641261027e-05,0.000200665065636006,"ENSG00000164082",2.36838107616439,2912,"GRM2"
"ENSG00000217801",75.3998247836976,-2.36774105052328,0.820903394319552,0.000160961780871779,0.000759973529410181,"ENSG00000217801",2.36774105052328,100288175,""
"ENSG00000106034",638.997777935187,-2.36558723311055,0.827268124770746,0.000173696461958595,0.000814972505710388,"ENSG00000106034",2.36558723311055,79974,"CPED1"
"ENSG00000180543",1985.57542979801,2.36526111911621,0.316740684250646,8.06656989227199e-15,1.41031078390281e-13,"ENSG00000180543",2.36526111911621,85453,"TSPYL5"
"ENSG00000115828",17.446899485092,-2.36516521739968,0.846988022854758,0.000212672179940232,0.000977673226588945,"ENSG00000115828",2.36516521739968,25797,"QPCT"
"ENSG00000260331",12.6981612411543,2.36501800464602,0.725417843927165,4.84806952703594e-05,0.000257036734602776,"ENSG00000260331",2.36501800464602,NA,""
"ENSG00000136147",11.0806963044919,2.36325530278901,1.17234860633699,0.00181530756338936,0.00659171619032119,"ENSG00000136147",2.36325530278901,51131,"PHF11"
"ENSG00000272183",44.628797923275,-2.36169735234667,0.615746410637847,6.19298339191862e-06,3.85140187366905e-05,"ENSG00000272183",2.36169735234667,NA,""
"ENSG00000204301",113.415631699424,2.36064252977957,0.712361061301807,4.05118927354397e-05,0.00021802196271516,"ENSG00000204301",2.36064252977957,4855,"NOTCH4"
"ENSG00000198932",223.142692032844,2.36059622937501,0.449232794054519,1.03123074763217e-08,9.64677962392336e-08,"ENSG00000198932",2.36059622937501,9737,"GPRASP1"
"ENSG00000033327",3312.43584307885,2.35991542082456,0.469284119147007,3.26478195011464e-08,2.85231342725528e-07,"ENSG00000033327",2.35991542082456,9846,"GAB2"
"ENSG00000095739",586.062475467648,2.35931587725037,0.320510855607312,1.77477252649923e-14,3.01681180481203e-13,"ENSG00000095739",2.35931587725037,25805,"BAMBI"
"ENSG00000164929",483.03466725907,2.35777823666731,0.454309538681979,1.44215095877651e-08,1.31987590339976e-07,"ENSG00000164929",2.35777823666731,79870,"BAALC"
"ENSG00000152495",2252.85049148406,2.35708578344957,0.272600600224507,5.77355282194209e-19,1.34353707102232e-17,"ENSG00000152495",2.35708578344957,814,"CAMK4"
"ENSG00000132256",318.716114092619,-2.35596758809594,0.901318350732563,0.000360293048508686,0.00156634859133704,"ENSG00000132256",2.35596758809594,85363,"TRIM5"
"ENSG00000232871",19.5222972534975,-2.35559717455801,0.613993483968736,6.16636015009421e-06,3.83961761762452e-05,"ENSG00000232871",2.35559717455801,653677,"SEC1P"
"ENSG00000249695",5.80876387479066,2.35484212205947,0.871723703010259,0.000279494375526311,0.00124760470764674,"ENSG00000249695",2.35484212205947,574538,""
"ENSG00000178401",628.769173395469,-2.3547583809501,0.536633362628645,6.47518307671823e-07,4.73862800536335e-06,"ENSG00000178401",2.3547583809501,79962,"DNAJC22"
"ENSG00000164749",109.127573691657,-2.35361720948808,0.423685859655866,2.04838978565767e-09,2.1094549905886e-08,"ENSG00000164749",2.35361720948808,3174,"HNF4G"
"ENSG00000147174",63.2858073047065,-2.3534438448738,0.41088413740402,7.76928094464384e-10,8.41971280423333e-09,"ENSG00000147174",2.3534438448738,93953,"GCNA"
"ENSG00000186523",61.779836361162,2.35315869351759,0.373314267695965,2.45570779519195e-11,3.09608955497132e-10,"ENSG00000186523",2.35315869351759,85002,"FAM86B1"
"ENSG00000102524",49.8213097122358,-2.35315817892029,0.746406767267752,6.9246073285803e-05,0.000356185379363694,"ENSG00000102524",2.35315817892029,10673,"TNFSF13B"
"ENSG00000288884",1008.87090003167,2.35290157745678,0.292432247099165,8.87293323782853e-17,1.79364702266919e-15,"ENSG00000288884",2.35290157745678,NA,""
"ENSG00000105750",195.088500421131,2.35280436808589,0.291573569249349,7.34420456800271e-17,1.49366989787855e-15,"ENSG00000105750",2.35280436808589,7639,"ZNF85"
"ENSG00000188263",5.39640585055706,2.35280004101299,1.12818342491623,0.00152519060309494,0.00566642286068157,"ENSG00000188263",2.35280004101299,400935,"IL17REL"
"ENSG00000174791",751.112370846757,-2.35171664063443,0.172931650845762,5.2843968205864e-43,4.97279962875182e-41,"ENSG00000174791",2.35171664063443,9610,"RIN1"
"ENSG00000289558",16.471812521763,2.35165156241687,0.591060167750984,3.54254347518527e-06,2.29238225008809e-05,"ENSG00000289558",2.35165156241687,NA,""
"ENSG00000147485",34.9833587129804,2.35126018901896,0.568920825894656,1.90242819687578e-06,1.290598690215e-05,"ENSG00000147485",2.35126018901896,137902,"PXDNL"
"ENSG00000182718",9971.59069147188,-2.35104563494699,0.477335385934483,5.42019045268132e-08,4.61584956593023e-07,"ENSG00000182718",2.35104563494699,302,"ANXA2"
"ENSG00000076356",1873.79789267324,2.34981758992232,0.356200438633943,3.69471313577028e-12,5.07604547472257e-11,"ENSG00000076356",2.34981758992232,5362,"PLXNA2"
"ENSG00000197147",609.852885606283,2.34920212279213,0.284136772283367,1.43820369776998e-17,3.07941774631647e-16,"ENSG00000197147",2.34920212279213,23507,"LRRC8B"
"ENSG00000167554",53.9392189720487,2.34870726461844,0.432549787127318,4.04934253380266e-09,3.98287069207804e-08,"ENSG00000167554",2.34870726461844,162963,"ZNF610"
"ENSG00000260693",10.4370645711313,-2.34832431673785,0.809547927838532,0.000153816956112538,0.000728991349154132,"ENSG00000260693",2.34832431673785,NA,""
"ENSG00000124839",35.5683052506655,-2.34704103728108,0.66382898271162,1.87634639594927e-05,0.000107002360296355,"ENSG00000124839",2.34704103728108,64284,"RAB17"
"ENSG00000274191",11.9495691187359,2.34663202473579,0.622903026502526,8.01911338864645e-06,4.88287555403201e-05,"ENSG00000274191",2.34663202473579,NA,""
"ENSG00000273893",24.0942185603399,2.3466242894027,0.563380630844183,1.66318102271168e-06,1.13910634544335e-05,"ENSG00000273893",2.3466242894027,NA,""
"ENSG00000236358",4.98594214474995,2.34607724847152,1.01843110995404,0.000859295763675466,0.00339499862197602,"ENSG00000236358",2.34607724847152,NA,""
"ENSG00000151067",328.258141293682,-2.34541544939094,0.705720325231066,3.92811578785842e-05,0.000212121079035298,"ENSG00000151067",2.34541544939094,100874369,"CACNA1C"
"ENSG00000144460",12.1951941988589,2.34528434772709,0.671157590127484,2.17244260268273e-05,0.000122675986625156,"ENSG00000144460",2.34528434772709,57624,"NYAP2"
"ENSG00000248222",8.59334193649779,2.34504108460074,1.14067727467675,0.00165275548219014,0.00607196999386438,"ENSG00000248222",2.34504108460074,NA,"SLIT3-AS1"
"ENSG00000205885",70.8473741167253,-2.34446344757232,0.543976061656182,9.04838858612145e-07,6.47185077357112e-06,"ENSG00000205885",2.34446344757232,283314,"C1RL-AS1"
"ENSG00000134830",13.0088254757423,-2.34405240418873,0.949149318227428,0.000544979487128408,0.00226557806731861,"ENSG00000134830",2.34405240418873,27202,"C5AR2"
"ENSG00000258947",221.910252071158,2.34371970646122,0.346993795859068,1.28638589627721e-12,1.84610856413017e-11,"ENSG00000258947",2.34371970646122,10381,"TUBB3"
"ENSG00000112715",8467.50829614761,2.34315730296188,0.783104457724674,0.000115948189576002,0.000565407521585772,"ENSG00000112715",2.34315730296188,7422,"VEGFA"
"ENSG00000132669",408.524271187988,-2.34267889509032,0.544358001071898,9.29159614700515e-07,6.63000771896714e-06,"ENSG00000132669",2.34267889509032,54453,"RIN2"
"ENSG00000187800",366.099557291116,2.3418030072963,0.404196833769684,5.29116703379718e-10,5.84383896937297e-09,"ENSG00000187800",2.3418030072963,375033,"PEAR1"
"ENSG00000058404",45.4831072867058,2.34179751486303,0.94931163622274,0.000549746763736587,0.00228318319045498,"ENSG00000058404",2.34179751486303,816,"CAMK2B"
"ENSG00000176349",7.89061626213537,2.34165384654088,0.886863378664474,0.000335424093662818,0.00146822628574863,"ENSG00000176349",2.34165384654088,NA,""
"ENSG00000161835",216.20191930959,2.34153257804524,0.502137991462182,1.87835090877619e-07,1.48189792195932e-06,"ENSG00000161835",2.34153257804524,160622,"TAMALIN"
"ENSG00000105255",2934.28772253838,2.34124244426655,0.244061509827875,9.81608284267241e-23,2.93202975974312e-21,"ENSG00000105255",2.34124244426655,79187,"FSD1"
"ENSG00000257556",82.0670600819638,-2.34087121748484,0.700259328107665,3.67850511952587e-05,0.000199900516261852,"ENSG00000257556",2.34087121748484,NA,"LINC02298"
"ENSG00000095587",20.3236369775711,-2.33931758701698,0.531752925529175,6.14220914121889e-07,4.50924373221447e-06,"ENSG00000095587",2.33931758701698,7093,"TLL2"
"ENSG00000062716",5507.98836084633,-2.33890614858412,0.330053686325983,1.28397247302537e-13,2.02328449699468e-12,"ENSG00000062716",2.33890614858412,81671,"VMP1"
"ENSG00000234694",11.5468954234836,-2.33846417730338,0.476333222461402,5.83381109696955e-08,4.94983536800251e-07,"ENSG00000234694",2.33846417730338,NA,""
"ENSG00000227082",6.0685472653238,-2.33786286093889,1.1599535037142,0.00183970779892153,0.00666982951881951,"ENSG00000227082",2.33786286093889,NA,"LINC02798"
"ENSG00000261775",4.12343042401677,2.3377101945414,1.15633952085341,0.00181101431744527,0.00657771794257588,"ENSG00000261775",2.3377101945414,NA,""
"ENSG00000055163",636.378343838297,2.33690748655472,0.89605258946736,0.000368954606083099,0.00160029595723285,"ENSG00000055163",2.33690748655472,26999,"CYFIP2"
"ENSG00000260261",231.666202167432,-2.33473987462904,0.477446910058013,6.39684178988805e-08,5.39401105872611e-07,"ENSG00000260261",2.33473987462904,NA,""
"ENSG00000187994",135.944576443804,2.33441154747242,0.711009101849586,4.50560973439178e-05,0.000240536899549541,"ENSG00000187994",2.33441154747242,126432,"RINL"
"ENSG00000005020",76.3673253395577,-2.33427475198719,0.280148150830079,8.34224913326801e-18,1.80292279864343e-16,"ENSG00000005020",2.33427475198719,8935,"SKAP2"
"ENSG00000213085",23.8084184713119,-2.33419502911093,0.416063742166995,1.49452018971014e-09,1.56593373734411e-08,"ENSG00000213085",2.33419502911093,25790,"CFAP45"
"ENSG00000257135",30.5899148994443,-2.33308199477584,0.296007472627228,3.26381123924507e-16,6.32513554492562e-15,"ENSG00000257135",2.33308199477584,NA,"ODC1-DT"
"ENSG00000163346",3366.85602621229,-2.3313371499136,0.422940847730919,2.56671424535049e-09,2.60656951729284e-08,"ENSG00000163346",2.3313371499136,57326,"PBXIP1"
"ENSG00000273301",23.410826076683,2.33045786949801,0.76684250674579,0.000100254996622928,0.000497776173275502,"ENSG00000273301",2.33045786949801,NA,""
"ENSG00000196696",269.505556007354,-2.33015038483753,0.533286867317525,6.9772543944232e-07,5.07758059796825e-06,"ENSG00000196696",2.33015038483753,283970,"PDXDC2P-NPIPB14P"
"ENSG00000271218",4.49261304873362,-2.32969357595864,0.840755845967255,0.000229217911877414,0.00104602826916953,"ENSG00000271218",2.32969357595864,NA,""
"ENSG00000149257",17546.2126044675,-2.3287861589741,0.460776456195513,2.84130398436127e-08,2.50053076243157e-07,"ENSG00000149257",2.3287861589741,871,"SERPINH1"
"ENSG00000163590",814.453420741641,2.32860314960533,0.367533822381461,1.97633739287763e-11,2.51601663260363e-10,"ENSG00000163590",2.32860314960533,151742,"PPM1L"
"ENSG00000165424",1409.70227628134,-2.32706350468345,0.25469453340893,7.13851171350927e-21,1.89302988628829e-19,"ENSG00000165424",2.32706350468345,219654,"ZCCHC24"
"ENSG00000228793",3.11954868999759,-2.32661236590463,0.835230587911962,0.000219584272931494,0.00100652012355024,"ENSG00000228793",2.32661236590463,100507336,""
"ENSG00000237887",4.46329066271679,2.32658760446679,1.2511479158302,0.00274351993596723,0.00942856630178372,"ENSG00000237887",2.32658760446679,NA,"RPL23AP32"
"ENSG00000213277",3.6419069178682,-2.32647399915503,0.897490314233761,0.000387574743872508,0.00167091860351986,"ENSG00000213277",2.32647399915503,NA,"MARCKSL1P1"
"ENSG00000237766",7.37615426735374,2.32614420316833,0.966478711332456,0.000653665110730703,0.00266102155668904,"ENSG00000237766",2.32614420316833,NA,"GGTA2P"
"ENSG00000272267",7.1883847718113,2.32613583994879,0.922861299346196,0.000475521393477755,0.0020091029853355,"ENSG00000272267",2.32613583994879,NA,""
"ENSG00000136011",11.2137958935115,-2.32590759553005,0.567488741022026,2.17908107119594e-06,1.4620883924057e-05,"ENSG00000136011",2.32590759553005,55576,"STAB2"
"ENSG00000100399",76.5601006900101,2.32537748732285,1.08780682508988,0.0013488648888805,0.00506905046310764,"ENSG00000100399",2.32537748732285,150356,"CHADL"
"ENSG00000267530",7.80461663596155,-2.32483968650433,1.07189291231625,0.00124288600347168,0.00471683880382003,"ENSG00000267530",2.32483968650433,107985343,"LINC01836"
"ENSG00000175206",27.2725621324993,2.32204101898149,0.661524436101534,2.0562964332478e-05,0.000116555820675351,"ENSG00000175206",2.32204101898149,4878,"NPPA"
"ENSG00000231976",73.3037110162547,2.32202490206587,0.917009130553946,0.000460854943396842,0.00195290860330742,"ENSG00000231976",2.32202490206587,NA,"FAM238B"
"ENSG00000248896",13.6880905313988,2.32110604880463,0.698183163949343,3.92406725165861e-05,0.000211978720222314,"ENSG00000248896",2.32110604880463,102723313,""
"ENSG00000196081",43.502194754494,2.31988749812095,0.441245044824928,9.9782671182673e-09,9.34886393955262e-08,"ENSG00000196081",2.31988749812095,440519,"ZNF724"
