"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","abs_log2FoldChange","entrez","symbol"
"ENSG00000234460",2.84450668885129,-5.19269499096863,1.30973089747394,4.02072978757453e-06,2.5784722814185e-05,"ENSG00000234460",5.19269499096863,NA,""
"ENSG00000270171",9.31925876644826,5.19179745256146,1.176632357287,6.69714673045889e-07,4.89033441259171e-06,"ENSG00000270171",5.19179745256146,NA,""
"ENSG00000135824",17.6169542048492,5.19153071898978,1.38405312402786,8.66744380525381e-06,5.24361135811999e-05,"ENSG00000135824",5.19153071898978,85397,"RGS8"
"ENSG00000130287",56.2346390981323,5.18775305653767,1.06167670326404,7.68962046807607e-08,6.41207546753266e-07,"ENSG00000130287",5.18775305653767,1463,"NCAN"
"ENSG00000137962",940.232233777777,-5.18448488532855,0.838221162663629,5.68867898353417e-11,6.93616792878604e-10,"ENSG00000137962",5.18448488532855,9411,"ARHGAP29"
"ENSG00000164458",16.0626561862921,5.18371977902164,1.25898346576976,2.23982163131738e-06,1.49982613318127e-05,"ENSG00000164458",5.18371977902164,6862,"TBXT"
"ENSG00000107954",281.382600621891,5.18328743978805,0.459018422895774,1.70271210020423e-30,8.25746599935877e-29,"ENSG00000107954",5.18328743978805,9148,"NEURL1"
"ENSG00000176928",60.5006132622551,-5.18228832473121,0.968826841983337,7.24240323601064e-09,6.90847482496992e-08,"ENSG00000176928",5.18228832473121,51301,"GCNT4"
"ENSG00000162645",739.321202432745,-5.18194672016385,0.651829781476549,1.96257430593924e-16,3.87595513749935e-15,"ENSG00000162645",5.18194672016385,2634,"GBP2"
"ENSG00000214140",975.503298592501,5.18160300527677,0.342902573508391,1.71711702407377e-52,2.37539796984657e-50,"ENSG00000214140",5.18160300527677,768206,"PRCD"
"ENSG00000253552",3.09485285278865,-5.18156314848952,0.975997904677712,8.96506602767148e-09,8.4576466714227e-08,"ENSG00000253552",5.18156314848952,NA,"HOXA-AS2"
"ENSG00000185650",1126.44380034523,-5.17985754238109,0.647897168441342,1.36502638777952e-16,2.72632915068219e-15,"ENSG00000185650",5.17985754238109,677,"ZFP36L1"
"ENSG00000129450",3.09529872775334,-5.17828995144568,0.98123684403148,1.05903352886208e-08,9.87608807173371e-08,"ENSG00000129450",5.17828995144568,27180,"SIGLEC9"
"ENSG00000145248",2598.04144423368,5.17554273251033,0.717234997117344,5.35158686921826e-14,8.73093946886212e-13,"ENSG00000145248",5.17554273251033,201780,"SLC10A4"
"ENSG00000129152",6.96221312441552,-5.17422571345881,1.1016835467005,1.87989361546356e-07,1.48272534005782e-06,"ENSG00000129152",5.17422571345881,4654,"MYOD1"
"ENSG00000137767",86.4080508305477,-5.17315399945496,0.476330692321946,2.07631470063171e-28,8.76637004194983e-27,"ENSG00000137767",5.17315399945496,58472,"SQOR"
"ENSG00000141744",84.2645461615623,5.17194374461266,0.59464850894639,3.68249606214085e-19,8.718048051215e-18,"ENSG00000141744",5.17194374461266,5409,"PNMT"
"ENSG00000148180",3744.36250102607,-5.16953465361042,0.597613594444762,5.55481257575639e-19,1.29564816403754e-17,"ENSG00000148180",5.16953465361042,2934,"GSN"
"ENSG00000160233",103.852720107366,5.16921070725036,1.26755436119904,2.60227649594765e-06,1.72369236831096e-05,"ENSG00000160233",5.16921070725036,81543,"LRRC3"
"ENSG00000249122",5.61595645423294,5.16848395347427,1.21641601440894,1.31910496736758e-06,9.18538900844523e-06,"ENSG00000249122",5.16848395347427,NA,""
"ENSG00000166317",15.1263965865055,5.16639440781043,1.18711472403318,8.59812918735919e-07,6.17481435586927e-06,"ENSG00000166317",5.16639440781043,79933,"SYNPO2L"
"ENSG00000215875",5.58583039989105,5.16440737535604,1.21942248682258,1.39419560923483e-06,9.6634398507551e-06,"ENSG00000215875",5.16440737535604,NA,"ST13P20"
"ENSG00000141738",6.30797057293375,-5.16437430760613,0.878487681336386,3.62721355334734e-10,4.06591947938513e-09,"ENSG00000141738",5.16437430760613,2886,"GRB7"
"ENSG00000160339",5.25366450265869,-5.16293091447915,1.02432286854654,3.56963610798086e-08,3.10419774986899e-07,"ENSG00000160339",5.16293091447915,2220,"FCN2"
"ENSG00000125864",171.056242935219,-5.16009247379791,0.328767383813014,2.02383191613436e-56,3.41311293766502e-54,"ENSG00000125864",5.16009247379791,631,"BFSP1"
"ENSG00000188171",107.385778018872,5.15949031896119,0.381426226282567,1.31789731432503e-42,1.22104813205936e-40,"ENSG00000188171",5.15949031896119,199777,"ZNF626"
"ENSG00000038945",3.16592229212276,-5.15766088459401,1.05699592079084,7.87221317741725e-08,6.55704681944752e-07,"ENSG00000038945",5.15766088459401,4481,"MSR1"
"ENSG00000231754",20.6312793125465,5.1564981463793,1.0907297928425,1.61997752925278e-07,1.28819807457903e-06,"ENSG00000231754",5.1564981463793,NA,""
"ENSG00000288815",19.6802930675509,5.15470091862731,0.937416748322576,3.17321346798954e-09,3.1773413974509e-08,"ENSG00000288815",5.15470091862731,NA,""
"ENSG00000244345",3.95426369218071,-5.15394183302816,0.969436100553319,8.52990076912078e-09,8.07757385451851e-08,"ENSG00000244345",5.15394183302816,NA,""
"ENSG00000261327",10.5999772967594,-5.15365016058165,1.11158636470312,2.46504542830062e-07,1.91259236785103e-06,"ENSG00000261327",5.15365016058165,NA,""
"ENSG00000167656",2.92992664012403,-5.1534925534248,1.41803709531731,1.28265287347791e-05,7.52618385632006e-05,"ENSG00000167656",5.1534925534248,8581,"LY6D"
"ENSG00000176692",30.6004769528496,-5.15219507252387,0.54330080307436,2.73070074917753e-22,7.92774717500583e-21,"ENSG00000176692",5.15219507252387,2303,"FOXC2"
"ENSG00000253973",8.84717322069831,5.15168513094076,1.13318343561785,3.69594299251169e-07,2.79890294379941e-06,"ENSG00000253973",5.15168513094076,NA,"NRIP3-DT"
"ENSG00000245869",2.53316389846631,-5.15165818036209,1.17486626084464,7.4558126006373e-07,5.40487897750618e-06,"ENSG00000245869",5.15165818036209,NA,""
"ENSG00000105877",200.156433537566,-5.15157252753792,0.393954331213633,5.37834770605331e-40,4.34012418784985e-38,"ENSG00000105877",5.15157252753792,8701,"DNAH11"
"ENSG00000224223",5.71109415818029,5.14984726252066,1.26892619134957,2.79669738268159e-06,1.84109777918243e-05,"ENSG00000224223",5.14984726252066,285878,"VSTM2A-OT1"
"ENSG00000174576",30.6225525012699,5.14923733032707,1.26725266510875,2.74430510016745e-06,1.80938490669727e-05,"ENSG00000174576",5.14923733032707,266743,"NPAS4"
"ENSG00000287474",2.56606009450544,-5.14437250067273,1.19849044286068,1.09723987863818e-06,7.72830687865781e-06,"ENSG00000287474",5.14437250067273,NA,""
"ENSG00000151702",147.585665541045,-5.14421089361288,1.24517158388744,2.10305230042447e-06,1.41391997774787e-05,"ENSG00000151702",5.14421089361288,2313,"FLI1"
"ENSG00000287116",2.75352032226983,-5.14244798046347,1.32057280571582,5.17055714257846e-06,3.26013347748504e-05,"ENSG00000287116",5.14244798046347,NA,""
"ENSG00000204969",111.210336072322,5.14238083676276,0.678707869354259,3.56571566811456e-15,6.4326453510295e-14,"ENSG00000204969",5.14238083676276,56146,"PCDHA2"
"ENSG00000227591",3.02376832914557,-5.14175531106545,0.995879298735753,1.89782638785139e-08,1.71032273602254e-07,"ENSG00000227591",5.14175531106545,101930114,"HSD11B1-AS1"
"ENSG00000102445",3.04423168449493,-5.14116888901496,1.00885046064183,2.67371649714506e-08,2.36552595130555e-07,"ENSG00000102445",5.14116888901496,80183,"RUBCNL"
"ENSG00000148408",594.291914635657,5.14103186242087,0.488740459042299,8.01495737847894e-27,3.12468838369557e-25,"ENSG00000148408",5.14103186242087,774,"CACNA1B"
"ENSG00000267353",5.39789462947292,5.14030887778508,1.16339622958436,6.44344285365175e-07,4.71885120819155e-06,"ENSG00000267353",5.14030887778508,NA,""
"ENSG00000230666",8.46131259457536,-5.13889324454395,1.01675826234084,3.30231739492716e-08,2.88258987724101e-07,"ENSG00000230666",5.13889324454395,388550,"CEACAM22P"
"ENSG00000271209",2.49706194224918,-5.13854195638216,1.1546790455999,5.61422493705687e-07,4.14392472056823e-06,"ENSG00000271209",5.13854195638216,NA,"BRDTP1"
"ENSG00000196109",7.21135319177222,5.1354934478617,1.63581991525448,5.84528576218115e-05,0.000304793526654362,"ENSG00000196109",5.1354934478617,163223,"ZNF676"
"ENSG00000275139",5.72702663282377,5.13360879914734,1.28203428536551,3.42815574223841e-06,2.22603952468645e-05,"ENSG00000275139",5.13360879914734,NA,""
"ENSG00000152661",185.25939831274,-5.13331444716001,1.24950760148306,2.29712441867731e-06,1.53545709027553e-05,"ENSG00000152661",5.13331444716001,2697,"GJA1"
"ENSG00000274353",3.92287844635664,-5.13311885617697,0.994859953082948,1.92544594119087e-08,1.7346927283496e-07,"ENSG00000274353",5.13311885617697,NA,""
"ENSG00000248206",5.4957739962553,5.1313414390873,1.21588585852247,1.46993839133347e-06,1.01369355776337e-05,"ENSG00000248206",5.1313414390873,NA,""
"ENSG00000169583",95.6044173111495,-5.12740717782191,0.497103434426983,6.7736021395409e-26,2.50723505088629e-24,"ENSG00000169583",5.12740717782191,9022,"CLIC3"
"ENSG00000236170",5.95506202839625,5.12676759312778,1.35342016977497,7.54444097274368e-06,4.6134971187776e-05,"ENSG00000236170",5.12676759312778,NA,"IGHD1-1"
"ENSG00000197444",2518.82070015229,5.1240462615424,0.505669494840378,4.37138896464215e-25,1.52764523084508e-23,"ENSG00000197444",5.1240462615424,55753,"OGDHL"
"ENSG00000272798",5.51377197324368,5.12382792603008,1.23711420789236,2.00951459613701e-06,1.3558916309606e-05,"ENSG00000272798",5.12382792603008,NA,""
"ENSG00000046653",869.414064075752,5.12352947164407,0.756514076162931,1.19073184865352e-12,1.7135464700254e-11,"ENSG00000046653",5.12352947164407,2824,"GPM6B"
"ENSG00000203722",33.9245085429618,-5.12337072360636,0.488219701176401,1.03218811804051e-26,3.99809743425267e-25,"ENSG00000203722",5.12337072360636,353091,"RAET1G"
"ENSG00000226965",23.1718651101547,-5.12198966604972,0.538540989406675,2.05707259714398e-22,6.03039670836575e-21,"ENSG00000226965",5.12198966604972,NA,""
"ENSG00000148219",3305.20350702142,5.1198894340543,0.3909762475793,4.1276744833873e-40,3.34888271126495e-38,"ENSG00000148219",5.1198894340543,23245,"ASTN2"
"ENSG00000236404",77.5972414762255,5.1187256224278,1.05295294343844,8.49164751499522e-08,7.04757441948138e-07,"ENSG00000236404",5.1187256224278,401491,"VLDLR-AS1"
"ENSG00000104369",33.5290490732583,5.11229466843641,1.08008618139926,1.55694751217162e-07,1.24039297685456e-06,"ENSG00000104369",5.11229466843641,56704,"JPH1"
"ENSG00000283537",2.9842319061535,-5.11148477246404,1.01447317105947,3.53950728134467e-08,3.07978171242567e-07,"ENSG00000283537",5.11148477246404,NA,""
"ENSG00000188613",561.397602437778,5.11081932000245,0.422703319279921,1.35965835512271e-34,8.32971105355685e-33,"ENSG00000188613",5.11081932000245,340719,"NANOS1"
"ENSG00000104413",110.930566075137,-5.10836556632905,1.20845496265677,1.42171808444934e-06,9.83150315067607e-06,"ENSG00000104413",5.10836556632905,54845,"ESRP1"
"ENSG00000272108",47.3172788260616,5.10810325620789,0.824623930410462,5.18523408950209e-11,6.35328743399034e-10,"ENSG00000272108",5.10810325620789,NA,""
"ENSG00000280134",5.68159778319114,5.10545658820027,1.30623580309927,4.87391488998251e-06,3.08931695697604e-05,"ENSG00000280134",5.10545658820027,NA,""
"ENSG00000227496",13.4273764884101,-5.10371012359959,0.779341539566914,5.30735714160071e-12,7.17988075861703e-11,"ENSG00000227496",5.10371012359959,NA,""
"ENSG00000180066",20.0256088971256,-5.10363542264467,0.882904791059151,6.29304347641654e-10,6.90211443619101e-09,"ENSG00000180066",5.10363542264467,NA,"LINC02870"
"ENSG00000259807",43.7425061898104,-5.10108381690771,0.882881962223287,6.38746906886992e-10,7.00056348953655e-09,"ENSG00000259807",5.10108381690771,NA,""
"ENSG00000081052",48.6893316150032,-5.10097010605309,0.712248069430854,7.62896461585883e-14,1.22993495597995e-12,"ENSG00000081052",5.10097010605309,1286,"COL4A4"
"ENSG00000241462",5.75760195423866,5.09902121475258,1.34343713315409,7.31693247104186e-06,4.48350675338244e-05,"ENSG00000241462",5.09902121475258,NA,""
"ENSG00000162878",1021.53061954163,5.0965043230709,0.417249689915861,2.97159610006054e-35,1.88992252812961e-33,"ENSG00000162878",5.0965043230709,91461,"PKDCC"
"ENSG00000126803",178.02264992678,5.09512561245245,0.536024874617224,2.133107764556e-22,6.2471962911421e-21,"ENSG00000126803",5.09512561245245,3306,"HSPA2"
"ENSG00000064195",4.9728891581882,-5.09494232151117,0.995910277068448,2.37870557617653e-08,2.11825460371531e-07,"ENSG00000064195",5.09494232151117,1747,"DLX3"
"ENSG00000237624",5.09152247574972,5.09450681786708,1.15632346105018,6.72181321676915e-07,4.90715250374983e-06,"ENSG00000237624",5.09450681786708,NA,"OXCT2P1"
"ENSG00000253593",2.55136371405975,-5.09246907390138,1.24566361303354,2.46402357661165e-06,1.63971455877422e-05,"ENSG00000253593",5.09246907390138,101927822,""
"ENSG00000286610",5.22222789414921,5.09225642166545,1.16727962788392,8.07817091464038e-07,5.82369386855402e-06,"ENSG00000286610",5.09225642166545,NA,""
"ENSG00000264491",41.1952854620339,5.08931850853129,0.748933970226201,1.00121755741844e-12,1.45406627267268e-11,"ENSG00000264491",5.08931850853129,NA,""
"ENSG00000227220",2.81670698225379,-5.08468095123212,1.4226301125862,1.55260862832842e-05,8.99242878907794e-05,"ENSG00000227220",5.08468095123212,NA,""
"ENSG00000144452",214.145934364401,5.08335618985948,0.566832497196635,3.14759361405718e-20,7.99387586297653e-19,"ENSG00000144452",5.08335618985948,26154,"ABCA12"
"ENSG00000215009",129.397287488701,5.08267975161452,0.636703838850086,1.4259737841728e-16,2.844272892165e-15,"ENSG00000215009",5.08267975161452,341392,"ACSM4"
"ENSG00000164318",69.351736884486,5.07750457470907,0.823254460320537,6.04714178714387e-11,7.34341218884595e-10,"ENSG00000164318",5.07750457470907,133584,"EGFLAM"
"ENSG00000254951",2.64137799073951,-5.07570158082934,1.334883739031,7.11616921973872e-06,4.37030040522374e-05,"ENSG00000254951",5.07570158082934,283299,""
"ENSG00000140459",67.1611270183718,5.07500275144423,0.971665384343025,1.35726825411656e-08,1.24832803616154e-07,"ENSG00000140459",5.07500275144423,1583,"CYP11A1"
"ENSG00000180287",205.476385047852,5.0730357784818,0.791910690985759,1.32937226201735e-11,1.72863506911557e-10,"ENSG00000180287",5.0730357784818,200150,"PLD5"
"ENSG00000178568",74.2520983136339,5.07302806484463,1.08721296507539,2.10125029553795e-07,1.64693035565936e-06,"ENSG00000178568",5.07302806484463,2066,"ERBB4"
"ENSG00000187398",9.94154397407402,5.0690080957402,2.07473525337973,0.000344761928746032,0.00150536848567668,"ENSG00000187398",5.0690080957402,338645,"LUZP2"
"ENSG00000103056",531.201375552309,5.06867556898515,0.641626846734642,2.75283522801855e-16,5.37304035825025e-15,"ENSG00000103056",5.06867556898515,55512,"SMPD3"
"ENSG00000196381",101.383618669607,5.06697432859543,0.464584888488499,1.17375823454233e-28,5.01923766990401e-27,"ENSG00000196381",5.06697432859543,163115,"ZNF781"
"ENSG00000172020",896.344313358749,5.06673553027101,0.602976030912627,4.39287742991915e-18,9.68918350982681e-17,"ENSG00000172020",5.06673553027101,2596,"GAP43"
"ENSG00000173404",8.75106293708749,5.06283268153371,1.93802379326666,0.000231493643006943,0.00105562929810503,"ENSG00000173404",5.06283268153371,3642,"INSM1"
"ENSG00000246214",2.98998376332591,-5.06263015739801,1.08588953032727,2.13271348869837e-07,1.670282447619e-06,"ENSG00000246214",5.06263015739801,101929524,"RETREG1-AS1"
"ENSG00000288530",8.57386936561964,5.06191351547516,1.17525301482964,1.01210841293648e-06,7.16906145538938e-06,"ENSG00000288530",5.06191351547516,NA,""
"ENSG00000235760",40.8979312568382,5.0603686998491,1.37354346348111,1.07131937118184e-05,6.36704339804153e-05,"ENSG00000235760",5.0603686998491,644093,"MSH2-OT1"
"ENSG00000289384",12.0750552323613,-5.0587251186642,0.895507987872229,1.31692948129286e-09,1.38711951224317e-08,"ENSG00000289384",5.0587251186642,NA,""
"ENSG00000082126",13.0534912727978,-5.05582247731373,0.88979393426907,1.08955926972885e-09,1.16231271208211e-08,"ENSG00000082126",5.05582247731373,58538,"MPP4"
"ENSG00000254545",2.46590472870019,-5.05366256395908,1.24313731574658,2.67228506791282e-06,1.76616744724075e-05,"ENSG00000254545",5.05366256395908,NA,""
"ENSG00000187550",13.040374574247,-5.05257615201174,0.805935081552528,3.1605510254223e-11,3.953190884673e-10,"ENSG00000187550",5.05257615201174,646643,"SBK2"
"ENSG00000253616",11.3755739567911,-5.0520164894894,0.700927836602957,5.33572466322614e-14,8.71453311563576e-13,"ENSG00000253616",5.0520164894894,NA,""
"ENSG00000153976",1717.24962095426,-5.05087828269603,0.973863442757771,1.62820733461904e-08,1.48022883034309e-07,"ENSG00000153976",5.05087828269603,9955,"HS3ST3A1"
"ENSG00000286805",3.85634965794508,-5.0471351771015,1.05465865793009,1.19302300624202e-07,9.66883305193822e-07,"ENSG00000286805",5.0471351771015,NA,""
"ENSG00000223756",163.832820938963,5.04710866791709,0.922695794514529,3.56927955703799e-09,3.54085271059893e-08,"ENSG00000223756",5.04710866791709,NA,"TSSC2"
"ENSG00000223774",6.15171119633622,-5.0460367896963,1.02257166158905,5.80467590286038e-08,4.92790062013478e-07,"ENSG00000223774",5.0460367896963,NA,""
"ENSG00000151883",227.267371961636,5.04420241581501,1.1437950169789,6.51542164892356e-07,4.76459055978164e-06,"ENSG00000151883",5.04420241581501,79668,"PARP8"
"ENSG00000222036",18.9108183405577,-5.04398262929265,0.665174212647539,3.22540120401378e-15,5.84681876469141e-14,"ENSG00000222036",5.04398262929265,641455,"POTEM"
"ENSG00000266401",15.5519465418358,-5.04328125658521,0.939866546834716,6.27911061170773e-09,6.04143017477097e-08,"ENSG00000266401",5.04328125658521,105371967,""
"ENSG00000267424",13.2932261168032,5.0424845257069,1.09360122057642,2.68049339457842e-07,2.06534217689552e-06,"ENSG00000267424",5.0424845257069,NA,""
"ENSG00000241886",5.25851204802506,5.04153715052897,1.24115224780922,2.69974982675498e-06,1.78196548041683e-05,"ENSG00000241886",5.04153715052897,NA,""
"ENSG00000145147",761.767734813945,-5.04107381364322,0.360411433185784,2.11255945961344e-45,2.21737490972503e-43,"ENSG00000145147",5.04107381364322,9353,"SLIT2"
"ENSG00000286449",17.8401522917038,5.04071156983433,0.896918830554885,1.54106291500739e-09,1.61026972085326e-08,"ENSG00000286449",5.04071156983433,NA,""
"ENSG00000170382",984.490973597715,5.03866016807885,1.29335761377942,5.04876314991732e-06,3.18802736637291e-05,"ENSG00000170382",5.03866016807885,10446,"LRRN2"
"ENSG00000125462",312.417950761553,5.03697606874676,0.335401563747277,6.38954767958751e-52,8.67908741147228e-50,"ENSG00000125462",5.03697606874676,10485,"MIR9-1HG"
"ENSG00000135426",2.27936767415671,-5.03553688632894,1.11012343846911,3.74623871400091e-07,2.83204997081111e-06,"ENSG00000135426",5.03553688632894,9840,"TESPA1"
"ENSG00000232487",5.09926002281497,5.03481588708226,1.20045625441869,1.59907911086149e-06,1.09795873350758e-05,"ENSG00000232487",5.03481588708226,NA,"RASA3-IT1"
"ENSG00000211931",5.40783325860258,5.03163474911819,1.29094663718016,5.0088622985598e-06,3.1654955229572e-05,"ENSG00000211931",5.03163474911819,NA,"IGHD2-2"
"ENSG00000234418",3.57708081566574,-5.03034511783665,0.954867695180478,1.05355690398229e-08,9.8372394092206e-08,"ENSG00000234418",5.03034511783665,NA,""
"ENSG00000225334",13.1006612112381,-5.03020188998526,0.58034049095693,4.40438385038841e-19,1.03698195141027e-17,"ENSG00000225334",5.03020188998526,NA,"LINC02813"
"ENSG00000181418",443.925596345445,5.02901646148521,0.8042595921011,3.46482895937233e-11,4.30686130564795e-10,"ENSG00000181418",5.02901646148521,23109,"DDN"
"ENSG00000166147",10593.6560682018,-5.02777789595516,0.304074973439886,2.36155672246235e-62,5.53840400403104e-60,"ENSG00000166147",5.02777789595516,2200,"FBN1"
"ENSG00000272824",4.26186213136034,-5.02761777276401,1.28947985058237,4.98122692984057e-06,3.1486934345522e-05,"ENSG00000272824",5.02761777276401,NA,""
"ENSG00000101384",542.750927631953,-5.02713105447917,0.59196293993171,2.00472237036945e-18,4.52139450308944e-17,"ENSG00000101384",5.02713105447917,182,"JAG1"
"ENSG00000139044",76.2662199467734,5.02703928761794,1.21105020587567,1.89760675094237e-06,1.28790994927739e-05,"ENSG00000139044",5.02703928761794,283358,"B4GALNT3"
"ENSG00000289061",2.37106450970986,-5.024964158031,1.2037008514176,1.72580722470284e-06,1.17769963806217e-05,"ENSG00000289061",5.024964158031,NA,""
"ENSG00000289615",3.71403454870686,-5.02296666481949,1.0455734783099,1.08462560352512e-07,8.87176457553698e-07,"ENSG00000289615",5.02296666481949,NA,""
"ENSG00000125384",2578.95063155599,5.02230080855487,0.687787919680999,2.62980244061042e-14,4.40290236835942e-13,"ENSG00000125384",5.02230080855487,5732,"PTGER2"
"ENSG00000173698",113.495368669068,5.02173215671349,0.506553230412712,3.76850289189771e-24,1.23500751432181e-22,"ENSG00000173698",5.02173215671349,10149,"ADGRG2"
"ENSG00000173432",4.69149137729376,-5.02130439450513,0.984283975068451,2.49587082519962e-08,2.2133987090596e-07,"ENSG00000173432",5.02130439450513,6288,"SAA1"
"ENSG00000236238",2.34307614976553,-5.02128558413275,1.17335553540043,1.12452476017858e-06,7.90749795638339e-06,"ENSG00000236238",5.02128558413275,NA,""
"ENSG00000250535",14.7204043970962,5.01981528635106,1.98620689095512,0.000285052746501381,0.00126845514337755,"ENSG00000250535",5.01981528635106,NA,"STK19B"
"ENSG00000173083",92.9063282002615,-5.01898369802022,1.18792649607572,1.40565792408732e-06,9.7338973986568e-06,"ENSG00000173083",5.01898369802022,10855,"HPSE"
"ENSG00000157087",317.723798298556,5.01731208660594,0.601228149789229,6.95716839786451e-18,1.51906048735083e-16,"ENSG00000157087",5.01731208660594,491,"ATP2B2"
"ENSG00000187688",162.565370293126,-5.01446524321827,0.400801530308087,7.06703958716946e-37,4.86572159099174e-35,"ENSG00000187688",5.01446524321827,51393,"TRPV2"
"ENSG00000179603",28.1308885270408,5.01341043081934,0.801767526261228,3.44109598845257e-11,4.28090594601565e-10,"ENSG00000179603",5.01341043081934,2918,"GRM8"
"ENSG00000165617",41.3689021584315,-5.01103788839399,0.747138884719699,1.76091564041836e-12,2.50051686895548e-11,"ENSG00000165617",5.01103788839399,51339,"DACT1"
"ENSG00000232892",34.4456449955367,5.00769030665099,0.863082278354283,5.33169935669658e-10,5.886439241952e-09,"ENSG00000232892",5.00769030665099,101928404,"RGS5-AS1"
"ENSG00000087495",49.4516903375583,5.00639316275534,2.10177907536828,0.000400409230005711,0.00172155323339178,"ENSG00000087495",5.00639316275534,116154,"PHACTR3"
"ENSG00000255202",2.48909701581356,-5.0061160021264,1.30053870973185,5.94916803596838e-06,3.71671332511415e-05,"ENSG00000255202",5.0061160021264,NA,""
"ENSG00000164161",86.6078221125703,-5.00512907847377,0.533298477015754,6.33995642750634e-22,1.79546369808786e-20,"ENSG00000164161",5.00512907847377,64399,"HHIP"
"ENSG00000013364",3563.24937582059,-5.00512455021178,0.543252732313491,3.1770184228423e-21,8.63085212989169e-20,"ENSG00000013364",5.00512455021178,9961,"MVP"
"ENSG00000254154",5.00973757023777,-5.00470036063125,1.14255279327383,7.32838610201226e-07,5.31635626863959e-06,"ENSG00000254154",5.00470036063125,NA,"CRYZL2P-SEC16B"
"ENSG00000056998",386.505028077973,-5.00441472348394,1.11062267322662,4.24477857040726e-07,3.18958718160339e-06,"ENSG00000056998",5.00441472348394,8908,"GYG2"
"ENSG00000204961",17.9465460933667,5.00346516460733,1.62857196432205,7.04414850381749e-05,0.000361590789904407,"ENSG00000204961",5.00346516460733,9752,"PCDHA9"
"ENSG00000143127",265.992504595215,-5.00169885197771,0.466233868582239,7.86950795078025e-28,3.21845720946148e-26,"ENSG00000143127",5.00169885197771,8515,"ITGA10"
"ENSG00000286735",2.85766320665992,-5.00027743232811,1.07449863844653,2.17911700916707e-07,1.70440108124508e-06,"ENSG00000286735",5.00027743232811,NA,""
"ENSG00000282943",2.27000548772711,-4.99434519425353,1.15622465267242,9.45291446829042e-07,6.73870908153907e-06,"ENSG00000282943",4.99434519425353,NA,""
"ENSG00000228876",35.036694074999,4.99383882760302,2.73766201380578,0.00129073131178468,0.00487683615462107,"ENSG00000228876",4.99383882760302,NA,""
"ENSG00000074590",216.420149816855,-4.99354959342314,0.568077561941294,1.46569087191774e-19,3.56841640584741e-18,"ENSG00000074590",4.99354959342314,9891,"NUAK1"
"ENSG00000128045",50.4322979988338,4.99154052814541,1.01454073661468,6.12897038925127e-08,5.18415221512916e-07,"ENSG00000128045",4.99154052814541,65997,"RASL11B"
"ENSG00000163823",2.38759211886611,-4.99098104787578,1.24111705325582,3.12565295387947e-06,2.04020387089602e-05,"ENSG00000163823",4.99098104787578,1230,"CCR1"
"ENSG00000110324",4.81430283450784,4.98834576393603,1.16401422155947,1.08820559172607e-06,7.67007364593215e-06,"ENSG00000110324",4.98834576393603,3587,"IL10RA"
"ENSG00000185567",2302.65706424134,-4.98802745094496,0.473467030646006,6.13862593454889e-27,2.41831249250949e-25,"ENSG00000185567",4.98802745094496,113146,"AHNAK2"
"ENSG00000256394",2.27673694173718,-4.98670106550453,1.16965402035526,1.191906203769e-06,8.35196833121887e-06,"ENSG00000256394",4.98670106550453,51802,"ASIC5"
"ENSG00000196104",309.812931819942,4.9845660130424,1.00027208748766,4.47480309940499e-08,3.84126720735026e-07,"ENSG00000196104",4.9845660130424,50859,"SPOCK3"
"ENSG00000170954",58.7630668094367,4.98387611799258,1.48239249054602,3.01634311603291e-05,0.000166386629915825,"ENSG00000170954",4.98387611799258,55786,"ZNF415"
"ENSG00000181800",7.43738115981926,-4.98322646114644,0.986515227584246,3.17829041823252e-08,2.78079568828102e-07,"ENSG00000181800",4.98322646114644,414196,"CELF2-AS1"
"ENSG00000106006",15.8936734562855,-4.9814533204228,0.829838260601785,1.59409911236632e-10,1.85549675277722e-09,"ENSG00000106006",4.9814533204228,3203,"HOXA6"
"ENSG00000182667",33.0381295764248,4.97586668781647,3.00928888835158,0.00174586450293397,0.00637347762538912,"ENSG00000182667",4.97586668781647,50863,"NTM"
"ENSG00000171435",8.56910104806914,4.9751737915224,1.98182133526594,0.00029829104765804,0.00132109751543917,"ENSG00000171435",4.9751737915224,283455,"KSR2"
"ENSG00000256209",16.5947968365846,-4.97506960791689,0.777050842653021,1.29999641813674e-11,1.6937757151062e-10,"ENSG00000256209",4.97506960791689,NA,""
"ENSG00000119915",5.96745562366683,4.9747234115605,1.53350856531411,4.30131883673737e-05,0.000230573732428606,"ENSG00000119915",4.9747234115605,83401,"ELOVL3"
"ENSG00000176659",13.4700722243597,-4.97435698955698,0.706825586417631,1.74192415863524e-13,2.71358699107791e-12,"ENSG00000176659",4.97435698955698,284756,"LINC02910"
"ENSG00000138741",33.8116767174653,-4.97296394798084,0.779926418814251,1.53913442996744e-11,1.98809279058488e-10,"ENSG00000138741",4.97296394798084,7222,"TRPC3"
"ENSG00000289604",2.21258259116367,-4.97247380081145,1.1424745758684,8.18653776887095e-07,5.89756844933374e-06,"ENSG00000289604",4.97247380081145,100142659,"CTAGE8"
"ENSG00000286368",8.00847563893017,4.97218676472307,1.90133938682834,0.000231990104544025,0.00105741131920848,"ENSG00000286368",4.97218676472307,NA,""
"ENSG00000288541",2.2690914791134,-4.97151483109673,1.18389293239584,1.5438994832692e-06,1.06177133077338e-05,"ENSG00000288541",4.97151483109673,NA,""
